timestamp,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
1675382400,6.7,64,1020.7,3.11,7.26,0.0,0.0,0.0
1675386000,7.0,59,1020.5,3.41,7.73,0.0,0.0,0.0
1675389600,7.4,59,1020.4,3.52,8.01,0.0,0.0,0.0
1675393200,7.9,59,1020.4,4.02,8.58,0.0,0.0,0.0
1675396800,8.9,59,1020.8,4.80,9.55,0.0,0.0,0.0
1675400400,10.7,67,1021.1,6.70,11.13,0.0,0.0,0.0
1675404000,11.2,69,1022.0,6.32,10.34,0.0,0.0,0.0
1675407600,11.5,71,1022.6,6.12,9.83,99.9,51.9,276.9
1675411200,12.0,58,1023.1,6.36,9.69,272.5,85.2,576.1
1675414800,12.4,46,1023.7,6.43,9.13,419.3,93.7,736.6
1675418400,12.5,51,1024.5,5.74,7.96,512.0,100.5,796.8
1675422000,12.6,50,1024.4,5.32,7.16,547.1,101.7,820.4
1675425600,12.7,42,1023.5,5.32,7.16,525.1,97.1,823.3
1675429200,12.3,44,1022.9,4.31,5.92,447.6,86.4,804.8
1675432800,12.0,44,1022.8,3.61,4.96,316.7,72.0,731.4
1675436400,11.2,51,1022.6,3.19,5.42,157.2,47.9,590.7
1675440000,9.0,62,1022.5,1.89,5.01,6.6,3.1,40.8
1675443600,6.4,77,1022.4,3.31,4.59,0.0,0.0,0.0
1675447200,9.9,62,1021.8,1.84,2.93,0.0,0.0,0.0
1675450800,5.1,81,1021.2,1.49,0.73,0.0,0.0,0.0
1675454400,5.4,77,1020.5,2.70,3.81,0.0,0.0,0.0
1675458000,5.4,75,1019.6,2.95,5.22,0.0,0.0,0.0
1675461600,6.1,71,1018.7,2.94,7.07,0.0,0.0,0.0
1675465200,7.0,74,1018.3,3.62,8.37,0.0,0.0,0.0
1675468800,9.5,87,1016.8,3.83,8.11,0.0,0.0,0.0
1675472400,8.8,89,1017.3,3.04,6.85,0.0,0.0,0.0
1675476000,8.3,82,1016.6,2.50,5.73,0.0,0.0,0.0
1675479600,8.6,70,1016.1,2.75,5.92,0.0,0.0,0.0
1675483200,8.8,64,1015.7,2.52,6.64,0.0,0.0,0.0
1675486800,10.2,59,1015.4,4.30,8.44,0.0,0.0,0.0
1675490400,10.5,57,1015.4,4.29,8.27,0.0,0.0,0.0
1675494000,10.7,62,1015.3,4.03,7.38,45.2,45.2,0.0
1675497600,12.1,65,1015.2,4.02,7.17,222.8,122.4,305.6
1675501200,12.7,66,1015.5,5.75,8.24,285.4,154.1,294.3
1675504800,12.4,70,1015.1,6.86,9.70,315.2,181.6,256.5
1675508400,11.6,74,1014.9,7.72,10.92,372.2,194.2,325.2
1675512000,11.3,73,1014.4,8.55,12.03,379.6,162.1,414.8
1675515600,12.0,74,1014.0,8.05,11.75,243.8,149.9,207.0
1675519200,11.2,71,1014.6,7.39,10.73,237.5,121.3,343.0
1675522800,11.7,70,1013.9,5.85,9.01,136.1,61.0,397.7
1675526400,10.7,64,1014.8,6.13,10.02,9.0,4.3,54.2
1675530000,11.2,46,1014.9,9.23,14.08,0.0,0.0,0.0
1675533600,10.4,47,1015.2,8.88,13.60,0.0,0.0,0.0
1675537200,9.5,48,1016.3,10.28,15.51,0.0,0.0,0.0
1675540800,8.9,49,1016.6,9.59,14.40,0.0,0.0,0.0
1675544400,8.4,48,1017.4,9.63,14.43,0.0,0.0,0.0
1675548000,8.0,49,1017.8,9.36,14.06,0.0,0.0,0.0
1675551600,7.6,49,1018.0,9.86,14.76,0.0,0.0,0.0
1675555200,7.8,47,1017.3,8.71,13.11,0.0,0.0,0.0
1675558800,7.3,47,1017.7,9.90,14.80,0.0,0.0,0.0
1675562400,7.1,50,1017.7,10.22,15.12,0.0,0.0,0.0
1675566000,6.3,55,1017.6,9.95,14.75,0.0,0.0,0.0
1675569600,5.9,56,1017.7,9.53,14.02,0.0,0.0,0.0
1675573200,5.3,57,1018.1,9.40,13.90,0.0,0.0,0.0
1675576800,4.8,55,1018.7,9.49,13.98,0.0,0.0,0.0
1675580400,4.4,55,1019.6,9.96,14.67,96.5,56.0,225.0
1675584000,4.7,50,1020.0,10.33,14.54,250.5,107.9,428.7
1675587600,4.9,48,1020.3,11.21,15.82,390.0,123.2,592.9
1675591200,5.1,43,1020.5,11.14,15.65,463.5,142.1,612.6
1675594800,5.2,44,1020.5,10.51,14.62,504.4,174.9,597.3
1675598400,5.8,44,1019.8,11.00,15.50,499.2,143.7,672.3
1675602000,5.9,45,1019.8,10.41,14.51,441.8,112.3,720.2
1675605600,5.5,49,1020.0,9.92,14.14,266.0,101.1,480.5
1675609200,5.3,45,1020.2,9.55,13.59,128.4,59.2,358.3
1675612800,5.4,45,1020.5,8.88,12.94,9.0,5.6,38.0
1675616400,5.5,44,1020.8,8.73,12.92,0.0,0.0,0.0
1675620000,5.6,45,1021.1,8.86,12.94,0.0,0.0,0.0
1675623600,5.0,44,1021.6,8.16,12.27,0.0,0.0,0.0
1675627200,4.7,47,1022.0,7.97,11.73,0.0,0.0,0.0
1675630800,4.2,50,1022.5,7.31,10.98,0.0,0.0,0.0
1675634400,4.0,51,1022.8,7.06,10.55,0.0,0.0,0.0
1675638000,3.8,50,1023.3,7.26,10.85,0.0,0.0,0.0
1675641600,4.1,50,1022.1,9.14,13.57,0.0,0.0,0.0
1675645200,3.8,50,1022.4,9.21,13.65,0.0,0.0,0.0
1675648800,3.6,50,1022.4,9.18,13.58,0.0,0.0,0.0
1675652400,3.4,49,1022.7,9.05,13.26,0.0,0.0,0.0
1675656000,3.0,51,1023.2,9.38,13.85,0.0,0.0,0.0
1675659600,2.8,51,1023.6,9.84,14.36,0.0,0.0,0.0
1675663200,2.6,51,1024.1,9.49,13.97,0.0,0.0,0.0
1675666800,2.6,49,1024.7,9.08,13.20,117.7,60.8,310.1
1675670400,3.1,49,1024.9,9.36,13.26,237.0,103.7,396.0
1675674000,3.5,44,1025.1,9.33,13.05,397.6,124.2,602.1
1675677600,3.9,45,1024.8,9.48,13.19,485.8,155.9,623.6
1675681200,4.4,45,1024.5,8.73,12.02,529.8,140.3,700.5
1675684800,4.5,46,1023.7,9.46,13.03,541.1,123.4,783.6
1675688400,4.6,44,1023.3,8.73,12.02,392.4,179.6,460.7
1675692000,4.4,44,1023.3,8.07,11.20,235.8,143.9,264.7
1675695600,4.3,42,1023.2,7.69,10.54,110.4,77.5,167.4
1675699200,4.6,44,1023.3,7.31,10.56,5.8,5.8,0.0
1675702800,4.8,44,1024.0,6.74,9.88,0.0,0.0,0.0
1675706400,4.8,44,1024.4,7.19,10.45,0.0,0.0,0.0
1675710000,4.4,46,1024.6,7.29,10.78,0.0,0.0,0.0
1675713600,4.3,51,1024.8,7.20,10.69,0.0,0.0,0.0
1675717200,4.3,51,1025.1,6.35,9.54,0.0,0.0,0.0
1675720800,4.6,50,1025.0,5.52,8.36,0.0,0.0,0.0
1675724400,4.6,51,1025.4,5.33,8.15,0.0,0.0,0.0
1675728000,4.2,55,1025.5,5.39,8.32,0.0,0.0,0.0
1675731600,4.6,52,1025.6,4.75,7.52,0.0,0.0,0.0
1675735200,4.6,52,1025.5,4.96,7.86,0.0,0.0,0.0
1675738800,4.4,53,1025.5,5.02,8.00,0.0,0.0,0.0
1675742400,4.6,53,1025.8,5.28,8.34,0.0,0.0,0.0
1675746000,4.6,52,1026.1,5.64,8.73,0.0,0.0,0.0
1675749600,4.5,54,1027.0,6.09,9.36,0.0,0.0,0.0
1675753200,4.7,54,1027.7,6.66,9.88,104.6,54.2,269.3
1675756800,4.9,54,1028.0,7.16,10.07,261.9,100.9,473.0
1675760400,5.4,52,1028.2,6.57,8.93,410.9,125.2,623.4
1675764000,6.0,51,1028.4,5.92,7.90,479.2,148.3,620.3
1675767600,6.3,50,1028.1,5.41,7.27,524.7,151.5,666.0
1675771200,6.3,52,1027.6,5.72,7.56,521.8,133.1,723.1
1675774800,6.2,49,1027.2,5.46,7.26,368.7,162.2,442.8
1675778400,6.1,46,1027.3,5.91,8.10,265.2,93.8,487.5
1675782000,6.0,44,1027.1,6.54,9.00,110.3,87.2,114.7
1675785600,5.7,47,1027.4,6.66,9.73,9.3,7.5,20.3
1675789200,5.4,49,1027.9,7.03,10.67,0.0,0.0,0.0
1675792800,5.6,48,1028.0,6.85,10.39,0.0,0.0,0.0
1675796400,5.8,46,1028.1,5.91,9.09,0.0,0.0,0.0
1675800000,6.0,47,1028.0,4.72,7.43,0.0,0.0,0.0
1675803600,6.1,47,1028.1,4.26,6.94,0.0,0.0,0.0
1675807200,5.7,46,1028.4,4.92,7.96,0.0,0.0,0.0
1675810800,5.0,48,1028.5,4.44,7.46,0.0,0.0,0.0
1675814400,5.3,49,1027.8,4.70,7.64,0.0,0.0,0.0
1675818000,5.1,50,1027.9,5.11,8.48,0.0,0.0,0.0
1675821600,5.2,49,1027.7,5.16,8.52,0.0,0.0,0.0
1675825200,5.5,48,1027.9,5.78,9.01,0.0,0.0,0.0
1675828800,5.3,47,1027.8,5.72,8.98,0.0,0.0,0.0
1675832400,5.0,48,1028.2,5.15,8.54,0.0,0.0,0.0
1675836000,5.2,48,1028.6,5.26,8.54,0.0,0.0,0.0
1675839600,5.6,51,1028.7,5.00,7.86,126.9,64.4,327.3
1675843200,6.3,46,1028.9,5.10,7.24,207.6,114.6,270.1
1675846800,6.7,46,1029.2,4.96,6.68,330.9,185.3,314.7
1675850400,7.0,48,1029.6,4.67,6.26,332.8,259.2,136.9
1675854000,7.4,52,1029.3,3.60,4.60,426.0,237.9,333.0
1675857600,8.1,54,1028.3,3.88,4.98,441.2,225.5,398.1
1675861200,8.1,52,1027.8,4.18,5.54,452.0,117.1,711.4
1675864800,7.9,52,1027.7,4.16,5.59,326.2,93.9,652.8
1675868400,7.5,53,1027.7,2.94,4.16,168.9,61.6,522.6
1675872000,6.0,61,1027.6,1.63,3.77,17.9,9.8,93.0
1675875600,3.4,73,1028.2,2.85,3.52,0.0,0.0,0.0
1675879200,4.1,64,1028.4,2.06,3.98,0.0,0.0,0.0
1675882800,5.3,58,1028.4,1.75,4.18,0.0,0.0,0.0
1675886400,5.4,52,1028.4,2.18,4.90,0.0,0.0,0.0
1675890000,6.6,46,1028.9,5.39,8.99,0.0,0.0,0.0
1675893600,6.3,47,1029.1,4.68,7.91,0.0,0.0,0.0
1675897200,6.0,51,1029.2,5.06,8.45,0.0,0.0,0.0
1675900800,6.5,50,1028.2,5.50,8.63,0.0,0.0,0.0
1675904400,6.4,54,1028.1,6.02,9.56,0.0,0.0,0.0
1675908000,6.4,55,1027.7,5.85,9.27,0.0,0.0,0.0
1675911600,6.6,52,1027.6,5.63,8.86,0.0,0.0,0.0
1675915200,6.4,53,1027.4,5.44,8.54,0.0,0.0,0.0
1675918800,6.2,53,1027.5,4.87,7.87,0.0,0.0,0.0
1675922400,6.3,54,1027.8,4.40,7.28,0.0,0.0,0.0
1675926000,6.6,55,1028.2,4.33,6.80,79.7,72.5,37.2
1675929600,7.0,53,1028.5,4.32,6.28,167.7,153.7,40.1
1675933200,7.4,49,1028.8,4.49,6.14,271.5,219.2,111.9
1675936800,7.7,49,1028.9,4.37,5.73,376.4,271.9,192.7
1675940400,7.8,50,1028.7,3.99,5.20,397.5,273.5,217.9
1675944000,8.7,61,1028.7,3.36,4.21,407.3,259.5,270.4
1675947600,8.3,62,1028.2,3.01,4.09,172.6,165.2,15.5
1675951200,8.5,58,1028.0,2.51,3.36,183.9,162.5,59.4
1675954800,7.9,62,1027.9,2.16,3.61,50.3,50.3,0.0
1675958400,7.3,65,1027.9,1.49,3.32,5.7,5.7,0.0
1675962000,7.0,62,1028.4,2.02,4.26,0.0,0.0,0.0
1675965600,7.0,53,1028.8,3.71,6.26,0.0,0.0,0.0
1675969200,6.4,62,1028.9,1.78,2.55,0.0,0.0,0.0
1675972800,7.3,55,1028.8,2.58,5.10,0.0,0.0,0.0
1675976400,7.9,51,1028.6,3.96,6.86,0.0,0.0,0.0
1675980000,7.8,53,1028.5,3.06,5.88,0.0,0.0,0.0
1675983600,7.5,55,1028.1,3.19,6.06,0.0,0.0,0.0
1675987200,8.7,52,1027.5,5.28,8.47,0.0,0.0,0.0
1675990800,8.6,51,1027.6,5.50,8.76,0.0,0.0,0.0
1675994400,8.3,49,1027.7,5.16,8.29,0.0,0.0,0.0
1675998000,8.0,46,1027.4,5.59,8.99,0.0,0.0,0.0
1676001600,8.1,47,1027.5,5.24,8.34,0.0,0.0,0.0
1676005200,7.8,49,1027.8,4.70,7.63,0.0,0.0,0.0
1676008800,7.4,53,1028.0,4.38,7.43,0.0,0.0,0.0
1676012400,8.1,54,1028.7,4.11,6.89,126.7,66.0,305.0
1676016000,9.1,49,1028.8,4.70,6.72,291.3,106.4,524.5
1676019600,9.6,48,1028.9,4.89,6.50,434.6,123.7,659.7
1676023200,9.9,49,1029.3,4.65,6.08,508.4,152.4,651.2
1676026800,10.1,49,1029.1,4.65,6.10,566.2,130.1,759.8
1676030400,10.3,53,1028.6,4.54,5.89,531.8,152.6,688.1
1676034000,10.0,55,1028.3,4.93,6.48,423.9,145.9,579.6
1676037600,9.5,56,1028.6,4.61,6.26,310.1,125.9,505.3
1676041200,9.1,57,1028.6,4.40,6.31,150.8,87.8,294.9
1676044800,8.4,61,1028.6,4.13,6.93,20.4,16.0,50.1
1676048400,7.9,62,1029.1,4.04,7.03,0.0,0.0,0.0
1676052000,7.9,62,1029.3,4.06,7.05,0.0,0.0,0.0
1676055600,7.9,64,1029.5,3.77,6.76,0.0,0.0,0.0
1676059200,8.1,64,1029.8,4.02,7.21,0.0,0.0,0.0
1676062800,8.3,60,1029.9,4.41,7.60,0.0,0.0,0.0
1676066400,8.2,61,1030.1,3.83,7.00,0.0,0.0,0.0
1676070000,7.8,70,1030.4,3.35,6.45,0.0,0.0,0.0
1676073600,8.0,68,1029.9,3.29,6.22,0.0,0.0,0.0
1676077200,8.2,63,1029.7,3.47,6.64,0.0,0.0,0.0
1676080800,8.5,65,1029.5,4.03,7.31,0.0,0.0,0.0
1676084400,8.5,63,1029.4,3.93,7.24,0.0,0.0,0.0
1676088000,8.5,61,1029.3,3.86,7.15,0.0,0.0,0.0
1676091600,8.1,64,1029.4,3.45,6.58,0.0,0.0,0.0
1676095200,7.5,69,1029.7,3.01,6.07,4.9,4.9,0.0
1676098800,8.2,73,1030.3,3.27,5.92,137.2,63.3,363.9
1676102400,9.8,70,1030.5,3.58,5.42,309.5,93.5,605.1
1676106000,11.0,58,1030.7,4.34,5.89,453.4,104.3,733.8
1676109600,11.5,58,1030.7,4.44,5.97,546.6,112.9,786.5
1676113200,11.7,59,1030.5,5.22,7.12,544.8,150.4,681.6
1676116800,11.3,67,1029.7,6.11,8.42,527.1,140.0,696.5
1676120400,11.6,62,1029.1,5.35,7.24,406.6,161.7,505.8
1676124000,11.4,59,1029.0,5.47,7.56,332.9,100.4,630.3
1676127600,11.1,60,1028.8,5.31,7.94,183.1,62.5,554.2
1676131200,10.3,65,1028.6,4.25,7.06,26.2,13.7,143.2
1676134800,9.7,68,1028.9,3.94,6.98,0.0,0.0,0.0
1676138400,10.0,67,1028.9,4.27,7.42,0.0,0.0,0.0
1676142000,10.0,66,1028.7,4.47,7.70,0.0,0.0,0.0
1676145600,10.1,66,1028.8,5.19,8.68,0.0,0.0,0.0
1676149200,10.0,68,1028.7,5.47,8.96,0.0,0.0,0.0
1676152800,9.4,73,1028.8,4.97,8.20,0.0,0.0,0.0
1676156400,8.1,81,1028.5,4.43,7.69,0.0,0.0,0.0
1676160000,7.3,84,1027.8,4.55,8.32,0.0,0.0,0.0
1676163600,7.8,81,1027.5,5.01,8.74,0.0,0.0,0.0
1676167200,7.7,79,1027.1,4.88,8.35,0.0,0.0,0.0
1676170800,7.7,79,1026.8,5.01,8.58,0.0,0.0,0.0
1676174400,7.6,80,1026.5,5.46,9.27,0.0,0.0,0.0
1676178000,7.6,80,1026.4,5.41,9.35,0.0,0.0,0.0
1676181600,7.7,81,1026.4,5.59,9.60,4.1,4.1,0.0
1676185200,8.8,78,1026.7,6.00,9.64,124.9,74.6,242.7
1676188800,10.5,74,1026.3,7.00,10.34,177.6,141.1,101.1
1676192400,11.1,75,1026.3,7.08,10.32,279.7,229.8,103.7
1676196000,12.0,72,1026.5,7.58,10.76,315.2,256.6,105.3
1676199600,12.7,58,1026.2,7.28,10.34,276.4,238.8,64.5
1676203200,13.3,55,1025.4,5.56,7.65,266.5,247.1,34.7
1676206800,12.8,62,1024.9,4.02,5.39,378.2,196.0,372.7
1676210400,12.4,63,1025.1,3.10,4.30,317.9,108.3,561.7
1676214000,12.0,62,1025.3,4.74,7.18,168.5,62.8,476.3
1676217600,11.7,50,1025.5,6.13,9.67,28.9,14.3,167.5
1676221200,11.5,49,1026.3,5.77,9.35,0.0,0.0,0.0
1676224800,11.4,52,1027.0,6.02,9.76,0.0,0.0,0.0
1676228400,11.1,47,1027.5,7.91,12.26,0.0,0.0,0.0
1676232000,10.5,55,1027.7,7.38,11.45,0.0,0.0,0.0
1676235600,10.4,60,1027.8,6.52,10.32,0.0,0.0,0.0
1676239200,10.3,61,1028.1,5.81,9.45,0.0,0.0,0.0
1676242800,10.1,60,1028.5,5.53,9.10,0.0,0.0,0.0
1676246400,10.6,53,1028.2,6.16,9.90,0.0,0.0,0.0
1676250000,10.4,55,1028.7,5.80,9.55,0.0,0.0,0.0
1676253600,10.1,59,1029.1,5.88,9.50,0.0,0.0,0.0
1676257200,9.7,62,1029.5,5.25,8.75,0.0,0.0,0.0
1676260800,9.4,64,1030.1,4.67,7.92,0.0,0.0,0.0
1676264400,9.0,67,1030.7,3.41,6.51,0.0,0.0,0.0
1676268000,8.2,75,1031.4,2.34,5.32,3.6,3.6,0.0
1676271600,9.6,74,1032.1,1.98,3.94,140.3,66.7,347.8
1676275200,11.2,60,1032.3,2.20,3.00,310.2,95.5,587.1
1676278800,11.9,58,1032.6,1.86,2.36,456.9,106.3,723.0
1676282400,12.2,57,1032.7,2.35,2.84,553.5,109.6,791.5
1676286000,12.3,57,1032.5,2.91,3.61,592.5,109.8,820.8
1676289600,12.2,60,1032.0,3.81,4.90,575.9,101.2,840.1
1676293200,12.1,60,1031.5,3.80,5.00,487.6,99.9,785.9
1676296800,11.7,61,1031.4,4.30,5.70,352.7,87.8,701.7
1676300400,11.2,62,1031.3,4.00,5.71,189.3,64.6,551.7
1676304000,10.2,63,1031.4,3.47,5.95,33.3,15.8,200.9
1676307600,9.3,65,1031.9,3.08,6.01,0.0,0.0,0.0
1676311200,8.9,68,1031.9,2.69,5.81,0.0,0.0,0.0
1676314800,8.7,71,1031.8,3.13,6.38,0.0,0.0,0.0
1676318400,8.3,73,1031.9,3.06,6.44,0.0,0.0,0.0
1676322000,7.7,77,1031.8,2.86,6.30,0.0,0.0,0.0
1676325600,7.6,79,1031.7,3.19,6.74,0.0,0.0,0.0
1676329200,7.5,81,1031.4,2.92,6.54,0.0,0.0,0.0
1676332800,9.2,71,1030.4,3.64,7.42,0.0,0.0,0.0
1676336400,9.6,71,1030.1,4.03,7.69,0.0,0.0,0.0
1676340000,9.8,70,1029.6,4.37,7.74,0.0,0.0,0.0
1676343600,9.2,72,1029.5,4.70,8.13,0.0,0.0,0.0
1676347200,8.9,76,1029.4,4.96,8.50,0.0,0.0,0.0
1676350800,8.7,79,1029.2,4.61,8.00,0.0,0.0,0.0
1676354400,8.4,82,1029.4,5.10,9.00,3.3,3.3,0.0
1676358000,9.9,79,1029.2,5.75,9.20,101.3,70.9,140.8
1676361600,11.4,74,1028.8,6.20,9.01,270.5,132.8,371.9
1676365200,11.8,71,1028.7,6.58,9.33,335.5,209.0,258.4
1676368800,12.6,68,1028.6,7.01,9.78,526.6,148.9,667.8
1676372400,13.0,66,1028.1,7.14,9.94,552.8,169.7,646.1
1676376000,13.4,65,1027.1,7.85,11.10,469.0,194.6,481.5
1676379600,13.1,68,1026.3,7.85,11.05,359.2,164.8,390.4
1676383200,12.7,70,1025.8,7.49,10.77,262.8,130.1,347.3
1676386800,12.4,69,1025.5,6.82,9.93,149.1,77.5,310.9
1676390400,11.8,65,1025.5,5.95,9.53,34.2,18.8,177.3
1676394000,11.1,64,1025.8,5.99,10.05,0.0,0.0,0.0
1676397600,10.9,67,1025.9,6.17,10.09,0.0,0.0,0.0
1676401200,11.0,63,1025.8,5.97,9.77,0.0,0.0,0.0
1676404800,10.9,67,1025.6,4.87,8.54,0.0,0.0,0.0
1676408400,10.7,74,1025.6,4.31,8.03,0.0,0.0,0.0
1676412000,10.5,76,1025.6,3.83,7.47,0.0,0.0,0.0
1676415600,10.4,75,1025.7,3.57,7.17,0.0,0.0,0.0
1676419200,10.7,79,1024.8,4.12,7.68,0.0,0.0,0.0
1676422800,10.3,80,1024.9,3.76,7.35,0.0,0.0,0.0
1676426400,10.3,80,1024.6,3.66,7.33,0.0,0.0,0.0
1676430000,9.8,84,1024.4,2.12,5.42,0.0,0.0,0.0
1676433600,6.8,89,1024.6,3.16,4.44,0.0,0.0,0.0
1676437200,8.1,81,1025.2,2.22,5.41,0.0,0.0,0.0
1676440800,8.4,79,1025.9,2.30,5.54,6.2,6.2,0.0
1676444400,10.3,77,1026.4,2.60,4.97,151.6,70.0,370.7
1676448000,11.9,67,1026.5,3.34,4.75,328.5,96.2,619.4
1676451600,12.5,64,1026.9,3.77,5.10,476.2,103.8,753.2
1676455200,12.9,62,1027.2,3.49,4.54,573.2,107.4,816.6
1676458800,13.2,62,1027.2,3.04,3.83,613.6,105.7,849.9
1676462400,12.9,61,1026.5,3.41,4.30,589.7,101.2,850.2
1676466000,12.7,60,1026.3,2.80,3.66,506.6,93.5,822.0
1676469600,12.6,62,1026.3,2.42,3.22,374.4,80.2,761.2
1676473200,12.1,65,1026.5,2.40,3.26,208.1,58.4,638.7
1676476800,10.1,79,1026.7,1.43,3.38,40.8,17.7,264.7
1676480400,7.5,85,1026.8,2.77,3.50,0.0,0.0,0.0
1676484000,7.6,83,1027.2,2.69,3.42,0.0,0.0,0.0
1676487600,8.6,78,1027.4,2.42,3.30,0.0,0.0,0.0
1676491200,10.9,68,1027.8,1.53,2.38,0.0,0.0,0.0
1676494800,10.5,69,1028.0,1.12,1.80,0.0,0.0,0.0
1676498400,9.7,70,1028.0,0.72,1.41,0.0,0.0,0.0
1676502000,4.4,87,1028.3,1.36,0.22,0.0,0.0,0.0
1676505600,9.0,69,1028.2,0.42,1.62,0.0,0.0,0.0
1676509200,5.2,80,1028.0,1.03,0.67,0.0,0.0,0.0
1676512800,3.4,87,1027.9,1.66,1.10,0.0,0.0,0.0
1676516400,2.7,89,1027.6,1.84,1.60,0.0,0.0,0.0
1676520000,2.4,89,1027.4,2.16,2.26,0.0,0.0,0.0
1676523600,2.2,89,1027.5,2.39,2.53,0.0,0.0,0.0
1676527200,2.2,90,1027.8,2.19,2.52,5.9,5.9,0.0
1676530800,5.9,84,1028.3,2.26,2.87,158.0,70.8,388.0
1676534400,9.9,76,1028.5,1.97,3.62,335.0,97.1,626.4
1676538000,12.5,65,1028.7,1.68,2.61,484.7,104.8,760.9
1676541600,14.1,54,1028.8,1.60,2.09,583.5,108.4,825.9
1676545200,15.2,51,1028.4,1.73,2.31,621.7,108.7,851.3
1676548800,15.9,60,1027.3,2.05,2.60,595.6,104.1,848.3
1676552400,16.1,59,1026.7,2.27,2.92,508.8,95.4,814.9
1676556000,15.7,63,1026.5,2.52,3.32,374.9,81.2,751.3
1676559600,14.7,70,1026.4,2.50,3.81,208.9,59.4,626.8
1676563200,12.5,77,1026.6,2.16,4.65,43.2,18.8,280.1
1676566800,10.1,88,1027.0,2.58,5.72,0.0,0.0,0.0
1676570400,9.1,92,1027.3,2.51,5.58,0.0,0.0,0.0
1676574000,8.2,92,1027.2,2.39,5.47,0.0,0.0,0.0
1676577600,7.9,92,1027.4,2.64,5.95,0.0,0.0,0.0
1676581200,7.6,92,1027.6,2.47,5.66,0.0,0.0,0.0
1676584800,7.1,94,1027.6,2.24,5.23,0.0,0.0,0.0
1676588400,6.5,96,1027.4,1.88,4.75,0.0,0.0,0.0
1676592000,7.1,96,1027.0,2.01,4.74,0.0,0.0,0.0
1676595600,6.4,96,1026.8,1.81,4.33,0.0,0.0,0.0
1676599200,4.7,97,1026.4,2.65,3.63,0.0,0.0,0.0
1676602800,4.6,97,1026.2,2.60,3.32,0.0,0.0,0.0
1676606400,4.3,98,1026.2,2.70,3.81,0.0,0.0,0.0
1676610000,3.9,99,1026.6,2.60,3.92,0.0,0.0,0.0
1676613600,4.8,97,1026.9,1.61,4.20,8.5,8.5,0.0
1676617200,7.3,98,1027.3,1.56,3.71,136.6,86.2,219.7
1676620800,9.4,100,1027.8,1.00,1.41,286.9,147.8,361.8
1676624400,11.3,92,1028.0,1.20,1.42,398.6,213.9,366.3
1676628000,13.0,85,1027.9,1.20,1.46,473.8,240.1,402.8
1676631600,13.6,80,1027.4,1.66,1.94,495.6,277.3,359.5
1676635200,13.5,81,1027.0,2.14,2.44,483.8,257.0,388.2
1676638800,13.6,78,1026.6,2.46,2.95,492.3,134.4,699.2
1676642400,13.4,77,1026.4,2.21,2.60,376.3,90.0,724.1
1676646000,12.9,78,1026.5,2.22,2.81,210.5,65.6,596.6
1676649600,11.3,90,1026.5,1.43,3.23,44.4,20.8,271.5
1676653200,9.7,92,1027.1,1.81,3.49,0.0,0.0,0.0
1676656800,8.1,93,1027.5,2.47,2.79,0.0,0.0,0.0
1676660400,6.9,94,1027.5,1.75,1.70,0.0,0.0,0.0
1676664000,6.4,93,1027.7,1.55,1.57,0.0,0.0,0.0
1676667600,6.0,92,1027.7,1.41,2.05,0.0,0.0,0.0
1676671200,5.6,91,1027.6,1.60,2.59,0.0,0.0,0.0
1676674800,4.9,91,1027.7,1.81,3.24,0.0,0.0,0.0
1676678400,4.4,94,1027.6,1.70,1.89,0.0,0.0,0.0
1676682000,4.0,94,1027.5,1.90,2.91,0.0,0.0,0.0
1676685600,4.0,94,1027.0,1.82,3.41,0.0,0.0,0.0
1676689200,3.9,93,1026.7,1.81,3.32,0.0,0.0,0.0
1676692800,4.4,91,1027.2,2.19,4.70,0.0,0.0,0.0
1676696400,6.0,89,1027.3,2.10,5.10,0.0,0.0,0.0
1676700000,6.2,90,1027.4,1.96,4.28,8.2,5.4,31.3
1676703600,8.2,88,1027.6,2.71,3.91,159.1,73.9,364.0
1676707200,10.7,85,1027.6,2.04,3.81,331.9,100.3,595.0
1676710800,12.7,77,1027.8,1.78,2.42,482.5,106.8,738.0
1676714400,13.8,73,1027.6,1.77,2.19,577.6,109.4,800.2
1676718000,14.4,71,1027.2,2.11,2.40,584.9,137.1,731.3
1676721600,14.2,72,1026.3,2.64,3.00,587.0,112.0,806.6
1676725200,13.5,73,1025.8,3.40,4.19,507.4,99.3,790.3
1676728800,12.7,72,1025.4,2.72,3.66,358.6,102.2,641.2
1676732400,12.1,74,1025.1,1.61,2.58,208.3,65.1,579.5
1676736000,11.4,76,1025.0,0.78,1.49,47.2,21.9,290.6
1676739600,10.6,80,1025.3,1.24,1.68,0.0,0.0,0.0
1676743200,7.3,92,1025.2,2.41,2.75,0.0,0.0,0.0
1676746800,6.9,95,1025.1,1.96,3.30,0.0,0.0,0.0
1676750400,6.4,96,1025.3,1.79,2.75,0.0,0.0,0.0
1676754000,6.6,95,1025.2,2.06,3.72,0.0,0.0,0.0
1676757600,6.8,92,1025.0,2.25,4.82,0.0,0.0,0.0
1676761200,6.5,92,1024.7,2.00,5.14,0.0,0.0,0.0
1676764800,6.5,94,1024.2,1.97,5.30,0.0,0.0,0.0
